date,review,rating,isEdited,userName,title,developerResponse,Country
2022-10-24 14:51:39,"I had it installed for a while while I was looking for my watch that I misplaced. Now that I have found my watch, charged it, updated it to latest, and ensure it’s paired correctly the app immediately closes when opened. I have uninstalled and reinstalled it without any change",1,False,Tschetschpi,App will not open,"{'id': 32824217, 'body': 'Hi! We are sorry you’ve faced that. Please, contact us at dev@activeace.app and we’ll do our best to solve the issue as soon as possible. \nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-10-27T16:47:51Z'}",US
2022-09-09 03:29:13,"I am so glad I didn’t pay for this. It does nothing. You could be on sedatives and comatose and it will say you’re overloaded. Unless you want to get more stressed, move on. You can tell by the excuses and cookie cutter responses from the developer they don’t care and are well aware this app is a scam. It should be marked under practical jokes, not health.",1,False,EeyorePD,Pointless,,US
2022-05-22 10:35:02,It doesn’t really explain anything about my HRV or anything. Sometimes it doesn’t even collet the data from my watch at all. It only collects my heart rate that’s it. Waste of money honestly.,3,False,sabasushi_11,Doesn’t seem to work?,"{'id': 29920163, 'body': 'Hi! We are sorry, that you are disappointed with the app. We continuously work on the app to make it better and to bring more value to all our users. Please, feel free to contact us at dev@activeace.app and I’ll share instructions for a refund.\xa0\n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-05-23T20:58:00Z'}",US
2023-05-20 12:47:35,"After every Apple Watch update, I mean EVERY Apple Watch update, this Watch app runs amuck and tanks the battery. EVERY time. Apple ran diagnostics on my phone and watch and confirmed this for me. It’s the app. So guys!!!!! Do you just not know how to write apps properly or what? FIX THIS, please!!!!!!!!!!!!’n",2,False,Digitalsherpa,I’d Give 5 Stars But….. C’mon guys!,,US
2023-06-08 17:59:21,I tried the free trial of this app to help monitor my stress and anxiety. I was disappointed with the app consistently saying that my HRV was in Overload every single day. The one time it displayed normal was during an ECG I took while I practiced deep breathing for a few minutes. Afterwords the app continues to display my HRV often near 10 in Overload.,1,False,Spicememes1200,Inaccurate Feedback Scores,,US
2023-01-16 19:26:01,"It is so frustrating to me to have to download app, answer all questions, allow to change settings in iPhone, only then to find out the true cost of the app. It’s not worth it to me to pay $20/month to know when I am feeling stress.",1,False,Wenja,Why not give cost up front?,"{'id': 34401530, 'body': 'Hi! We’re sorry, you are disappointed with the app. The app requests access to read your data to calculate your personal algorithm for monitoring stress. After this, you can use Stress Monitor App on the Apple Watch for free. It also includes Stress Monitor Watch Face and the notifications on your stress level. Please, feel free to contact us if you have any other questions and I’ll be happy to help.\xa0\n\nBest Wishes,\nStress Monitor Team', 'modified': '2023-01-20T15:11:12Z'}",US
2022-10-31 14:54:14,"I bought the yearly subscription for this app, and it worked great. But recently it somehow glitches and defaulted to the free version of the app. my subscription is still in apple settings, but when I hit restore purchases it doesn’t load my subscription.",1,False,Ziru44,App won’t restore premium subscription,"{'id': 32962068, 'body': 'Hi! We are sorry you’ve faced that problem. Please, check that you are using the latest app version. I also recommend unloading the app from memory and then opening your premium app version. If it wouldn’t work, we recommend restarting your iPhone. I hope this help to fix the issue. If you have any other questions or difficulties, please, feel free to contact us at dev@activeace.app, and I’ll do my best to help. \n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-11-03T22:34:25Z'}",US
2023-01-04 17:15:41,It has provided a lot of information that has really helped me great app,5,False,The Mantu,Lots of help,"{'id': 34180700, 'body': 'Hi! Thank you for your review! We are happy to know you enjoy the app! \nWe’ll continue to work hard to improve the app and provide a great experience for all of our users. \n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2023-01-09T15:35:51Z'}",US
2022-10-03 17:27:09,"The highest stress levels I’ve had have been while relaxing and reading a book or watching TV.  The lowest stress levels have been when I’ve been on a walk or working.  I truly doubt the accuracy of this app, and hence it’s usefulness.  It’s like it has everything backwards.",1,False,Gnome58,I doubt everything about this app.,,US
2022-08-21 15:29:26,"I would really like to use Chinese language, I am a Chinese, if you can put Chinese language update on the agenda, thanks.",4,False,Chero Geroge,Please update Chinese as soon as possible,"{'id': 32020223, 'body': 'Hi! Thank you for your feedback! I have great news. We’ve recently added the Chinese (Simplified) language. I hope you’ll enjoy using the app and get even more value from it. \n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-09-14T15:57:59Z'}",US
2023-04-11 17:41:12,This stressed me out more than the actual stress I’ve been experiencing. In the middle of a medical emergency with my mom and the watch kept going off. I finally just deleted it.,3,False,leola65,Not for everyone,"{'id': 35961402, 'body': ""Hi! We're sorry to hear that our app didn't meet your expectations. We will take your feedback into consideration as we work to improve our app. Thank you for sharing your thoughts with us.\n\nBest Wishes, \nStress Monitor Team"", 'modified': '2023-04-14T16:05:23Z'}",US
2021-06-23 04:13:38,"Honestly, I received one small piece of data from the app and it without warning sends me into a dialog box where I’m forced to either subscribe or restore my subscriptions.  I don’t mind paying for good software. But I don’t like being strong armed without seeing any value.  Feels like a scam app.",1,False,MonkeyCall,Forceful subscription message,"{'id': 23558483, 'body': 'Hi! Our App calculates personal algorithm for monitoring stress and your stress highlights. In the iPhone app you’ll find deep dive analytics and premium features. If you are not sure about the subscription, you can continue to use our Stress Monitor App on your Apple Watch for free and see how it works for you. If you have any questions about the app - feel free to contact us at dev@activeace.app. \nBest Wishes, \nElena', 'modified': '2021-06-24T06:54:25Z'}",US
2023-03-14 21:32:59,I love this app. It keeps track of my sleep and monitors my coping with stress.  Amazing detail of my different body and heart functions.,5,False,RTAbeisbol,Amazing app,,US
2023-04-18 16:03:28,This would be a great app if it didn’t take several hours for data to be collected and shared.  The delay between the reading and the time it posts on the app makes the data irrelevant by the time you get it,2,False,Mwheel3,Significant delay,,US
2021-01-12 21:13:30,It is interesting to figure out when you are stressed and what helps you to be happy and productive. Good app for people who monitor their health,5,False,ola69la,Useful in times of stress,"{'id': 20666221, 'body': ""Thank you for your feedback! We're happy to hear that our app helps you to achieve your goals and be happy and productive! Our team continues to work and new exciting features become available with every new release. Thank you for staying with us and feel free to contact us with any questions at dev@activeace.app Warm wishes, Stress Monitor team"", 'modified': '2021-01-26T19:20:29Z'}",US
2022-10-18 23:26:26,"Been using it for just a few days. It consistently saying that I am in a high stress area when I am in a state that won't allow a person to be stressed.

Update.  Battery life got worse and still says I'm highly stressed when I am completely relaxed.  Upset that I paid for the year",1,False,saa1971,I dont know yet,"{'id': 32690567, 'body': ""Hi! Thank you for your feedback. The stress in the app is not only emotional or psychological but physical as well. Bad sleep last night, alcohol, heat, exhausting workout - all these can lower your body's resistance to stress. Follow your personal recommendations in the app to increase your body’s resistance to it. If you have any questions, please, feel free to contact us at dev@activeace.app, and I’ll be happy to help. Best Wishes, Elena Strok Founder of Stress Monitor App\n\nUpdate: Hi! We’re sorry you’re disappointed with the app. If you have any questions or need assistance in canceling your subscription or getting a refund, please, feel free to contact us at dev@activeace.app. Best Wishes, Elena Strok"", 'modified': '2022-10-20T12:54:35Z'}",US
2021-02-02 20:52:14,I’ve been enjoying seeing about my stress response through my Apple data. Very helpful for my health obsessed self.,5,False,nc102948475,Great app,"{'id': 21015931, 'body': 'Hello, thank you a lot for your feedback!\nWe’re happy that you’ve found our app helpful for monitoring your stress!\n\nWe strive to reveal the full potential of your Apple Watch in terms of stress & health monitoring.\n\nThank you a lot for being with us.\nWarm Wishes, Stress Monitor team', 'modified': '2021-02-12T10:06:14Z'}",US
2023-01-13 01:09:32,"Having to pay for features stressed me out, the app doesn’t provide much insight for free. It is pretty expensive for the service and that is stressful.",4,False,xomgtix,The app stresses me.,"{'id': 34318924, 'body': 'Hi! We are sorry you are disappointed with the app. You can use Stress Monitor App on the Apple Watch for free and see if it works for you. It also includes free Stress Monitor Watch Face and notifications on your stress level. Please, feel free to contact us if you have any other questions and I’ll be happy to help. Best Wishes, Stress Monitor Team', 'modified': '2023-01-16T19:37:16Z'}",US
2022-12-19 02:28:09,This looked like something that could be useful however it doesn’t let you “continue “ for free. You are forced to a subscription to continue to use the app. Unfortunately very expensive and will be deleting.,1,False,Stacyisme,Another app only useful with subscription,"{'id': 34046360, 'body': 'Hi! We are sorry you are disappointed with the app. You can use Stress Monitor App on the Apple Watch for free and see if it works for you. It also includes free Stress Monitor Watch Face and notifications on your stress level. Please, feel free to contact us if you have any other questions and I’ll be happy to help. Best Wishes, Stress Monitor Team', 'modified': '2023-01-02T14:27:02Z'}",US
2022-11-19 07:57:34,"I would like a 10 day free trial. I installed the app, went through 4 screens and bam! They want money. I can’t even tell what the app will show me or if I will find it helpful and I can’t go back and look at the previous screens. Just a short trial period please so I can see what the app is and what it will tell me.",1,False,Thorfiness,Free trial,,US
2022-07-27 21:50:06,"I was psyched when I saw this App. But it doesn’t work at all. It doesn’t deliver what it says it does and what it does deliver is not accurate. If you consciously contact support to report a problem, they basically tell you to go kick rocks. Even they know their app is worthless. The rudeness is just a slap in the face. Bu-bye now.",1,False,katpop711,Worthless-DONT WASTE YOUR TIME,,US
2022-11-25 01:32:57,"I enjoying really but can you explain a little detail.
Thank you",5,False,leonauwe,Review,"{'id': 33477263, 'body': 'Hi! Thank you for you feedback! We are happy to know you enjoy the app! Please, contact us at dev@activeace.app and I’ll be happy to help with any question about the app.\n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-12-01T14:35:40Z'}",US
2023-01-28 17:04:14,I do not pay yet. One reason I am not paying is the feedback is not adhesives for people with interrupted sleep such as on call or nightshift or just people who regularly nap.,3,False,Amhsturn,On call hours…,,US
2022-11-10 03:44:39,I got this app to track my stress levels for my Epilepsy.  It is pretty good except that it doesn’t work well for sleep.  A static must get 7-9 hours of sleep does not speak to everyone.  6 hours is great for me.,3,False,laj322,Stress down,,US
2022-09-05 19:03:32,Wasn’t sure if I really had all those keep an eye on it beeps or what? I decided to break from the app for a bit and will return,4,False,caseykir,Lots of stress,,US
2023-03-07 23:25:34,"Doesn't seem to update properly.

Not sure how it really works.

Will get a notification that I am experiencing stress and when I go to App nothing has been updated.",3,False,Stressed out Sarah,Stress App,,US
2022-12-07 12:02:10,"I’ve been using this app for a couple of weeks.  From what I’ve seen, if you are not using apple health and fully integrating all portions of health, the stress monitor is not accurate.  The app uses the health section of the phone to accumulate the stress level.",2,False,45632,App review,"{'id': 33633634, 'body': 'Hi! We’re sorry our app didn’t meet your expectations. The app requests access to read your health data to provide you with deep insights into your stress and the general state of your body. Please, contact us at dev@activeace.app if you need assistance in canceling your subscription or requesting a refund.\n\nBest Wishes,\nStress Monitor Team', 'modified': '2022-12-09T13:52:48Z'}",US
2020-07-19 16:34:25,App made me aware about my well being and now I can manage my stress and happiness with personalized data. Recommend!,5,False,mihael_utah,Amazing insights,"{'id': 16838236, 'body': 'Hi mihael_utah!\n\nThank you a lot for your feedback! We are happy to hear that stress radar provided useful findings for you!\n\nAs we are continuously working on the new features, we kindly ask you to join our incredible community and help us understand your needs for an even better experience with Stress Radar App!\n\nhttps://www.facebook.com/stressradar/', 'modified': '2020-07-23T20:28:24Z'}",US
2022-11-19 13:41:39,This app doesn’t work for me. It tells me to pay attention when I’m asleep and gives me an overload reading when I watch TV. When I’m physical active it tells me I’m great and when I overdo something it tells me normal. I don’t trust the readings or the app. I’ll just use my Apple Watch as before.,1,False,johnmikol,Wrong Readings,,US
2021-11-20 23:13:16,You have to pay for it in order to have full service and that is bull and stupid.,4,False,Fischer Justin,Stupid,"{'id': 26799914, 'body': 'Hi! Our App calculates personal algorithm for monitoring stress and your stress highlights. In the iPhone app you’ll find deep dive analytics and premium features. If you are not sure about the subscription, you can continue to use our Stress Monitor App on your Apple Watch for free and see how it works for you. If you have any questions about the app - feel free to contact us at dev@activeace.app. Best Wishes, Elena', 'modified': '2021-12-13T11:00:15Z'}",US
2023-01-27 21:15:34,"There should be numbers on the body feedback score. Dragging finger over the graph only to discover that the result is too high on the screen and therefore invisible, is super uncomfortable, slow and annoying method. Reveal the numbers already on the line.",2,False,Return to start after done,Stress graph,,US
2023-01-24 17:45:26,"Before committing to the monthly or yearly subscription, app does not even let you roam around and see the features.  I’m not spending money on something that I cannot try or even see all it’s features. No thanks!",1,False,Rechelle,Cannot even try without purchase,"{'id': 34504932, 'body': ""Hi! We are sorry our app doesn't meet your expectations. You can use Stress Monitor App on the Apple Watch for free and see if it works for you. It also includes free Stress Monitor Watch Face and notifications on your stress level. Please, feel free to contact us if you have any other questions and I’ll be happy to help.\xa0\n\nBest Wishes,\nStress Monitor Team"", 'modified': '2023-01-26T21:03:15Z'}",US
2022-11-05 11:51:01,It’s really helpful to know when & where I’m feeling stressed & when I’m at my best & most relaxed !,5,False,Jennie Baldwin,Love this app!,,US
2022-12-17 01:51:41,I cannot figure out the relationship between the score and the description   I would really like an answer.,3,False,Vet15010,Makes no sense,"{'id': 34070039, 'body': 'Hi! We’re sorry our app didn’t meet your expectations. We will take your feedback into consideration as we continue to work on improving the app. If you have any other questions, please, feel free to contact us at dev@activeace.app and we’ll do our best to help.\n\nBest Wishes,\nStress Monitor Team', 'modified': '2023-01-03T16:39:04Z'}",US
2022-08-04 23:56:25,"I love the premise, but it doesn’t work. The app tells me I’m “overloading” when I’m perfectly fine. Then, when I’m so stressed out I can’t breathe, it doesn’t say anything. I’m really disappointed, and wish I knew why it was so buggy.",2,False,Ajenks96,Doesn’t work,"{'id': 31469143, 'body': ""Hi! We are sorry you are disappointed with the app. The stress in the app is not only emotional or psychological but physical as well. Bad sleep last night, alcohol, exhausting workout - all these can lower your body's resistance to stress the next day or longer. We recommend considering your stress trends to better understand how your body copes with stress over time and to identify dependencies, that can lead to lower or higher results. If you have any other questions, feel free to contact us at dev@aciveace.app I’ll be happy to help.\n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App"", 'modified': '2022-08-15T15:21:47Z'}",US
2022-05-17 15:39:33,So far the monitor is helping me to realize I’m under more stress than I realized maybe I internalize too much. Now that I have the information I have to figure out how to affect it but the positive.,3,False,Destarte2,New to the monitor,"{'id': 29910182, 'body': 'Hello, thank you for your feedback. We are glad to know that our app helps you to better understand your stress and body signals. \nWe continuously work on the app and extend its functionality. We’ll take your feedback into account to make the app better and bring even more value.\n\nPlease, always feel free to contact us if you have any questions or suggestions about the app. \n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-05-23T11:49:17Z'}",US
2022-04-14 04:37:19,Today I was notified of an unusual reading number of 666 on my iWatch.  What’s up with this freaky reading?,5,False,Cam and Tom,Alarming stress number,,US
2023-06-06 14:20:24,App was ok until most recent update. The premium subscription cost is unjustified. I enjoy the interface but there are plenty of other apps that provide the same info for free.,2,False,imoutnextweek,Shop around,,US
2022-12-03 14:47:01,"I’ve had times when I’m stressed and it returns a “Great” rating and literally while completely relaxed on a quiet beach have it interrupt saying I’m overloaded with stress.

Seems like a lot of bells, whistles and fancy interface to interpret sketchy or inaccurate  data.",2,False,Mtmurat,Skeptical,"{'id': 33634338, 'body': ""Hi! We are sorry our app didn’t meet your expectations. The stress in the app is not only emotional or psychological but physical as well. Insufficient sleep last night, alcohol, heat, and an exhausting workout can lower your body's resistance to stress. We recommend considering your daily and weekly stress trends to understand how your body copes with stress over time and to identify dependencies, that can lead to lower or higher results.\n\nBest Wishes,\nStress Monitor Team"", 'modified': '2022-12-09T14:32:10Z'}",US
2022-11-14 19:11:57,"I think the app seems to work well.  I can usually tell when I’m more stressed, both physically and emotionally.  The app is a bit of a warning signal for me.  I like it!!

I’d benefit from a bit more info on the number ranges for each category of how I’m feeling.  Is this different for everyone, or does it vary based on our past readings?

Thanks, 
Deb",4,False,capndeb62,Great App,,US
2022-11-09 18:36:08,Unable to use heat map as it stopped working only indicates overload never normal or pay attention,4,False,Knapproad,Heat map stopped indicating daily values,,US
2021-02-06 23:36:11,The recent update added useful nuances.,5,False,Ashlarah,Interesting insights from using app,"{'id': 21015427, 'body': 'Hello, \nThank you a lot for your feedback!\nWe are happy that you like your last update!\nOur team continues to work hard to bring even more value to our users with every new release. \n\nThank you a lot for being with us.\nWarm Wishes, Stress Monitor team.', 'modified': '2021-02-12T09:41:37Z'}",US
2022-12-19 00:15:51,Love having the numbers to verify my stress/ back up my feelings.  Numbers seem to be right on par.,5,False,navynursesea,Nice app! Loving it,"{'id': 34069820, 'body': 'Thank you so much for your positive feedback! We really appreciate it and are glad to hear that you are enjoying the app. We will continue to work hard to improve the app and provide the best experience possible. Thank you again for your support!\n\nBest Wishes,\nStress Monitor Team', 'modified': '2023-01-03T16:25:12Z'}",US
2022-12-31 13:20:48,The free version is basically useless and the premium version (which the app pushes hard almost immediately after getting access to your health data) is very expensive.  Extremely disappointed.,1,False,Jrl1234,don’t bother,"{'id': 34047299, 'body': 'Hi! We are sorry you are disappointed with the app. You can use Stress Monitor App on the Apple Watch for free and see if it works for you. It also includes free Stress Monitor Watch Face and notifications on your stress level. Please, feel free to contact us if you have any other questions and I’ll be happy to help. Best Wishes, Stress Monitor Team', 'modified': '2023-01-02T15:27:23Z'}",US
2022-11-08 15:45:46,"I am TIRED of apps that have you go through an entire log in/create a password step BEFORE it tells you there’s a monthly fee to use it. If I knew that, I’d never have downloaded it in the first place. Talk about adding to someone’s stress! Yeesh…",1,False,zsherman,"Subscription model, but not told—",,US
2023-05-19 02:13:29,"I use to love to see my body reaction to life , but now , since last update ,no more free options , only premium subscription. Too bad, Will  delete it",3,False,Zambezi.,No more free cheese.,"{'id': 36758300, 'body': ""Hi! We understand that our current pricing model may not be suitable for everyone, and we apologize for any inconvenience this may cause. You can always use our app on your Apple Watch. It's free and includes Watch face and complications, stress notifications, and the recent stress result. Thank you for your understanding and have a great day! \n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App"", 'modified': '2023-05-26T17:39:48Z'}",US
2023-04-21 20:24:33,It needs to update more. I don’t stay at one level for hours. It should register changes.,3,False,Bosm**|••£,Updates,,US
2023-04-16 17:06:43,I nervous and tense a lot and I believe that flight or fight instinct keeps me worn out,5,False,tny54,Explains why I’m always exhausted!!,,US
2022-12-04 23:01:22,"The readouts from this program bear no resemblance whatsoever to the stressful periods during my week. They’re showing up on weekends and it odd times in the middle of the night comparing notes with others that are using it. I think that it’s flawed, considering discontinuing.",1,False,puh-leez,Not so much,"{'id': 33610798, 'body': ""Hi! We’re sorry our app doesn't work for you. If you have any questions or need assistance in canceling your subscription, please, feel free to contact us at dev@activeace.app and we’ll be happy to help. Best Wishes, Stress Monitor Team"", 'modified': '2022-12-08T13:07:27Z'}",US
2022-12-16 17:10:00,Unable to tell if this app is worth cost or not.  There is NO trial period.  It connects and gives you a week review the same time you open.  That is not a good measure when you have not used over the last week.  No thanks!,1,False,BeckyDYN,Expensive,"{'id': 33813107, 'body': 'Hi! We are sorry you are disappointed with the app. You can use Stress Monitor App on the Apple Watch for free and see if it works for you. It also includes free Stress Monitor Watch Face and notifications on your stress level. Please, feel free to contact us if you have any other questions and I’ll be happy to help. \n\nBest Wishes,\nElena Strok,\nFounder of Stress Monitor App', 'modified': '2022-12-19T17:52:27Z'}",US
2023-03-21 02:16:11,"This does not seem accurate at all in monitoring stress levels. When I’m stressed, it says normal and when I’m at rest it says I’m overloaded. Not really doing what I was hoping. ☹️",3,False,qarjeat,Not what I’d hoped…,,US
2023-02-07 18:16:20,"After a yearly payment was taken out, this app no longer works prior to this it was recording everything once it was paid for now I can’t access it.",1,False,Pag@1965,Haven’t been able to use.,,US
2021-11-30 01:34:09,"I have Very bad anxiety & depression, & feel like this app gives me a little piece of mind…",5,False,HahaNeat,Love it!,"{'id': 26832830, 'body': 'Hi, Thank you for the feedback! We are happy to know that our app helps you take better care of ourself. Our team is continuously working on the app to make it better and bring even more value. Please, always feel free to contact us if you have any other questions or suggestions about the app. Warm Wishes, Elena from Stress Monitor Team.', 'modified': '2021-12-14T17:50:49Z'}",US
2023-01-24 18:46:39,I wish there was a one time fee instead of an expensive subscription. The developers need to make sure to communicate that the app won’t work unless you have a subscription.,1,False,Famphoto,Expensive Subscription,"{'id': 34504885, 'body': ""Hi! We are sorry our app doesn't meet your expectations. You can use Stress Monitor App on the Apple Watch for free and see if it works for you. It also includes free Stress Monitor Watch Face and notifications on your stress level. Please, feel free to contact us if you have any other questions and I’ll be happy to help.\n\nBest Wishes,\nStress Monitor Team"", 'modified': '2023-01-26T20:59:24Z'}",US
2022-12-23 16:54:14,"Avoid this scam app. I’ve asked Apple to investigate the developer, I’ll report back with the resolution. 

Lost my “lifetime” subscription after switching to new phone. $20/month or $50/year. That subscription price is disgusting for the very basic app functions.",1,False,theglassguy,Scam - must avoid,,US
2022-11-08 06:21:41,"I don’t mind paying to support a helpful and/or interesting app, but this doesn’t let me see any of what the app does or how without paying. I’m not going to buy a month just to figure out if I like it enough to pay. 🙄",1,False,ben3141,Can’t tell what the app does,,US
2021-12-29 17:03:23,This app has only been right about times I am stressed once in three weeks. The other times have been a lag of a full day or more.,2,False,thatrockgurl,Not accurate,"{'id': 27152014, 'body': 'Hi, Thank you for your feedback. We’re sorry, that our app didn’t meet your expectations.\xa0\nWe are continuously working on the app to make it better and to bring even more value to all our users.\n\nIf you need a refund, please, contact us at dev@activeace.app and we’ll share instructions how to do it.\n\nBest Wishes, \nElena from Stress Monitor Team', 'modified': '2021-12-30T21:24:52Z'}",US
2021-11-15 18:17:57,I love the app and the simplicity of it if only I could get it to track consistently I’d be happy,3,False,dozerman21,If it would track consistently would be 5 stars,"{'id': 26324117, 'body': 'Hi! Thank you for your feedback. \nWe are happy to hear that you like Stress Monitor.\nRight now there are technical limitations for consistent tracking.\n\nBut our team is continuously working on the app, we take into account every feedback to make the app better and to bring maximum value to all our users with every new release. If you have any questions - please, always feel free to contact us at dev@activeace.app\n\nBest Wishes, Elena from Stress Monitor Team', 'modified': '2021-11-17T14:40:04Z'}",US
2023-03-12 16:04:03,"I don’t wear my watch everyday, yet I still get notifications about how much I’m stressed and I need recovery. I therefore question its accuracy in general.",2,False,Ori2184,Takes measures when my watch is off,,US
2021-12-15 00:13:56,"Use data from the health app like sleep data, exercise/calories burned/movement, O2 levels, etc. The fact that you don’t use this data makes your app way less useful",2,False,Maxster/5555,Add sleep data,"{'id': 26900043, 'body': 'Hi! The app uses sleep, exercise, calories, and heart data from Apple Health. Please, Make sure you’ve provided access to the app to read this data, so you can see the analytics & personal insights in the app.\n\nOpen the Health app on your iPhone -> Go to the Summary Tab -> Tap your profile picture in the top right-hand corner -> Under Privacy, tap Apps -> find Stress Monitor -> provide access to all categories in the list.\n\nPlease, contact us at dev@activeace.app if it wouldn’t help and we’ll do our best to solve the issue. \n\nBest Wishes, Elena', 'modified': '2021-12-17T15:36:16Z'}",US
2023-05-09 04:46:11,It’s great still trying to learn all about this appt.. thanks,5,False,Ms. Robbin,Sleep,,US
2021-09-03 10:06:18,"I’m using this app for about half a year now. Since that time I've become more attentive to my health and body signals. At first, I noticed patterns between my stress and data in the app. Now, if I see my stress data in the red zone over the week, it's a reliable sign that I need a recharge. For example, a couple of weeks ago I was sick for a few days. But even when I already felt relatively well, the app showed very low scores. I went to workout and felt how little strength I had and that I could physically do much less than before my illness. The app said that I need more time for recovery and it was absolutely true. And I always see those patterns. Or when I’m tired after a hard week, or if I forget to have lunch during the day, my score in the app goes down. When I follow the recommendations in the app and get enough sleep, regularly achieve my activity goals, dedicate enough time for rest - I see how my physical and mental health get better and my scores in the app go up. I’m less nervous and depressed and become more productive and balanced instead. 
The app provides very useful insights about my stressors and helps to catch and manage them. On average, I have about 5-7 automatic readings during the day. This is enough for me to have an idea of where I’m going. It is also easy to use the app on the watch to check my stress level during the day. 

To sum up, this app is essential for those who thrive on self-care and self-improvements. It provides you with great insights into your health and stressors, helps to manage them and achieve a healthy balance in your life.",5,False,elena_amb,"Excellent, works with Apple Health","{'id': 24943095, 'body': 'Hi! Thank you a lot for such great feedback! It means a lot to us! We are happy to be with you all this time and help you to monitor your daily stressors and bring a more healthy balance in your life. Please, feel free to contact us if you have any questions or we can make the app better for you.\n\nWarm Wishes, Stress Monitor Team. ', 'modified': '2021-09-06T16:48:46Z'}",US
2022-11-25 17:04:56,"Doesn’t match results of multiple other apps, huge disparity between this and other higher quality apps. Maybe hire a native language speaker to proofread grammar and contextual messages.",1,False,fltrip59,"Waste of time, random feedback","{'id': 33458510, 'body': 'Hi! We are sorry you are disappointed with the app. We will take your feedback into account to make the app better.\n\nBest Wishes,\nStress Monitor Team', 'modified': '2022-11-30T17:31:27Z'}",US
2022-11-08 12:43:25,This app seems to still be in its infancy. I wish I could get my money back it was not what it said it could be. It tells you you are stressed at times when you are not it crashed all the time.,1,False,Dumblefumble,Does not work,,US
2022-11-05 19:56:13,"This app consistently rates my stress as very high and does not sync with my actual levels of activity. According to this app, I’m likely going to collapse soon while all my indicators are in a very healthy range according to my measures taken by other reliable means.",1,False,SheilaBSmith,Inaccurate,,US
2022-01-28 11:18:21,It’s been a week since the app is crashing when opening and the developers just wait and smoke,1,False,KatieHou,It’s been a week since the app is crashing when opening and the developers just wait and smoke,"{'id': 27814183, 'body': 'HI, thank you for using our app and for your feedback. \nOur team is working to fix the issue. It would be helpful if you can share with us any details about the crashes at dev@activeace.app.\nBest Wishes, Elena', 'modified': '2022-02-02T21:32:59Z'}",US
2022-11-05 17:02:42,Definitely keeps me mindful of my stress levels and what may be causing my stress.,4,False,Pepperann3,Enjoying the App,,US
2022-11-21 23:47:10,"I have a lot of illness therefore a lot of stress so messages come up and I don’t understand how to interpret them. They come up when I am resting, sleeping, etc and they mean nothing to me. I would like a refund please.",1,False,seaape,Have a lot of illness so don’t understand stress messages,"{'id': 33338325, 'body': 'Hi! We’re sorry our app didn’t meet your expectations. We continuously working to make it better and to bring more value to all our users. Please, contact us at dev@activeace.app and we’ll share the instructions how to cancel your subscription and for refund.\n\nBest Wishes,\nElena Strok\nFounder of Stress Monitor App', 'modified': '2022-11-24T02:53:39Z'}",US
2023-02-13 15:18:07,"More information about how to affect a score or activate the daily heat monitor. 
There are many things here that make no sense and have no explanation that I can find.",2,False,callaesutton,I don’t know how it works,,US
2022-12-17 18:11:23,I paid for this app.  It is a waste of money.  I can be TOTALLY stressed to the max and it will alert and say ‘great’.   I can be having the best time and it will alert saying ‘pay attention’.  Very disappointed.  Does NOT work at all.   Save your money.,1,False,Tall Frye,Save your money,"{'id': 34070094, 'body': 'Hi! We’re sorry our app didn’t meet your expectations. Please, contact us at dev@activeace.app if you need assistance in canceling your subscription or requesting a refund.\n\nBest Wishes,\nStress Monitor Team', 'modified': '2023-01-03T16:41:54Z'}",US
2022-09-01 11:17:40,Shows you a tiny bit of data before asking you to pay. Had a bug that made the app believe it was the wrong day. Not clearly laid out.,2,False,Brandon7770,Huh?,"{'id': 32019998, 'body': 'Hi! We’re sorry our app didn’t meet your expectations. You can use Stress Monitor App on the Apple Watch for free and see if it works for you. It also includes free Stress Monitor Watch Face and notifications on your stress level. Please, feel free to contact us at dev@activeace.app if you have any other questions and I’ll be happy to help. Best Wishes, Elena Strok, Founder of Stress Monitor App', 'modified': '2022-09-14T15:43:58Z'}",US
2023-04-16 16:04:08,Essentially when I’m seated or still and not moving the app reads my stress level as low. Once I begin to move around the app reads my stress level as high. The app is a little misleading in what it promises and how it realistically performs.,1,False,Soy Bean ATL,Disappointed,,US
2023-04-28 12:53:03,I’m being pestered by this app,5,False,MCSNam,Please close out this acct.  I’m being pestered,,US
